date,station_code,item_code,category,item_name,quantity,unit,minimum_required,daily_usage,days_remaining,resupply_event,resupply_quantity,inventory_status,data_source
2016-08-10,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-11,MAITRI,FOOD-M01,FOOD,Food Supplies,1282.5,kg,1200,2.5,513.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-11,MAITRI,MED-M01,MEDICAL,Medical Supplies,386.55,units,300,0.15,2577.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-11,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,140.4,units,150,0.2,702.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-11,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-12,MAITRI,FOOD-M01,FOOD,Food Supplies,1280.0,kg,1200,2.5,512.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-12,MAITRI,MED-M01,MEDICAL,Medical Supplies,386.4,units,300,0.15,2576.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-12,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,140.2,units,150,0.2,700.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-12,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-13,MAITRI,FOOD-M01,FOOD,Food Supplies,1277.5,kg,1200,2.5,511.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-13,MAITRI,MED-M01,MEDICAL,Medical Supplies,386.25,units,300,0.15,2575.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-13,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,140.0,units,150,0.2,700.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-13,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-14,MAITRI,FOOD-M01,FOOD,Food Supplies,1275.0,kg,1200,2.5,510.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-14,MAITRI,MED-M01,MEDICAL,Medical Supplies,386.1,units,300,0.15,2574.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-14,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,139.8,units,150,0.2,699.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-14,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-15,MAITRI,FOOD-M01,FOOD,Food Supplies,1272.5,kg,1200,2.5,509.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-15,MAITRI,MED-M01,MEDICAL,Medical Supplies,385.95,units,300,0.15,2573.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-15,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,139.6,units,150,0.2,697.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-15,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-16,MAITRI,FOOD-M01,FOOD,Food Supplies,1270.0,kg,1200,2.5,508.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-16,MAITRI,MED-M01,MEDICAL,Medical Supplies,385.8,units,300,0.15,2572.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-16,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,139.4,units,150,0.2,697.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-16,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-17,MAITRI,FOOD-M01,FOOD,Food Supplies,1267.5,kg,1200,2.5,507.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-17,MAITRI,MED-M01,MEDICAL,Medical Supplies,385.65,units,300,0.15,2571.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-17,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,139.2,units,150,0.2,695.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-17,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-18,MAITRI,FOOD-M01,FOOD,Food Supplies,1265.0,kg,1200,2.5,506.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-18,MAITRI,MED-M01,MEDICAL,Medical Supplies,385.5,units,300,0.15,2570.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-18,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,139.0,units,150,0.2,695.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-18,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-19,MAITRI,FOOD-M01,FOOD,Food Supplies,1262.5,kg,1200,2.5,505.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-19,MAITRI,MED-M01,MEDICAL,Medical Supplies,385.35,units,300,0.15,2569.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-19,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,138.8,units,150,0.2,694.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-19,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-20,MAITRI,FOOD-M01,FOOD,Food Supplies,1260.0,kg,1200,2.5,504.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-20,MAITRI,MED-M01,MEDICAL,Medical Supplies,385.2,units,300,0.15,2568.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-20,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,138.6,units,150,0.2,692.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-20,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-21,MAITRI,FOOD-M01,FOOD,Food Supplies,1257.5,kg,1200,2.5,503.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-21,MAITRI,MED-M01,MEDICAL,Medical Supplies,385.05,units,300,0.15,2567.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-21,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,138.4,units,150,0.2,692.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-21,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-22,MAITRI,FOOD-M01,FOOD,Food Supplies,1255.0,kg,1200,2.5,502.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-22,MAITRI,MED-M01,MEDICAL,Medical Supplies,384.9,units,300,0.15,2566.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-22,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,138.2,units,150,0.2,690.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-22,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-23,MAITRI,FOOD-M01,FOOD,Food Supplies,1252.5,kg,1200,2.5,501.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-23,MAITRI,MED-M01,MEDICAL,Medical Supplies,384.75,units,300,0.15,2565.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-23,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,138.0,units,150,0.2,690.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-23,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-24,MAITRI,FOOD-M01,FOOD,Food Supplies,1250.0,kg,1200,2.5,500.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-24,MAITRI,MED-M01,MEDICAL,Medical Supplies,384.6,units,300,0.15,2564.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-24,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,137.8,units,150,0.2,689.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-24,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-25,MAITRI,FOOD-M01,FOOD,Food Supplies,1247.5,kg,1200,2.5,499.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-25,MAITRI,MED-M01,MEDICAL,Medical Supplies,384.45,units,300,0.15,2563.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-25,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,137.6,units,150,0.2,687.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-25,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-26,MAITRI,FOOD-M01,FOOD,Food Supplies,1245.0,kg,1200,2.5,498.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-26,MAITRI,MED-M01,MEDICAL,Medical Supplies,384.3,units,300,0.15,2562.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-26,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,137.4,units,150,0.2,687.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-26,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-27,MAITRI,FOOD-M01,FOOD,Food Supplies,1242.5,kg,1200,2.5,497.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-27,MAITRI,MED-M01,MEDICAL,Medical Supplies,384.15,units,300,0.15,2561.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-27,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,137.2,units,150,0.2,685.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-27,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-28,MAITRI,FOOD-M01,FOOD,Food Supplies,1240.0,kg,1200,2.5,496.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-28,MAITRI,MED-M01,MEDICAL,Medical Supplies,384.0,units,300,0.15,2560.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-28,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,137.0,units,150,0.2,685.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-28,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-29,MAITRI,FOOD-M01,FOOD,Food Supplies,1237.5,kg,1200,2.5,495.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-29,MAITRI,MED-M01,MEDICAL,Medical Supplies,383.85,units,300,0.15,2559.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-29,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,136.8,units,150,0.2,684.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-29,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-30,MAITRI,FOOD-M01,FOOD,Food Supplies,1235.0,kg,1200,2.5,494.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-30,MAITRI,MED-M01,MEDICAL,Medical Supplies,383.7,units,300,0.15,2558.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-30,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,136.6,units,150,0.2,682.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-30,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-08-31,MAITRI,FOOD-M01,FOOD,Food Supplies,1232.5,kg,1200,2.5,493.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-31,MAITRI,MED-M01,MEDICAL,Medical Supplies,383.55,units,300,0.15,2557.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-08-31,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,136.4,units,150,0.2,682.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-08-31,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-01,MAITRI,FOOD-M01,FOOD,Food Supplies,1230.0,kg,1200,2.5,492.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-01,MAITRI,MED-M01,MEDICAL,Medical Supplies,383.4,units,300,0.15,2556.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-01,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,136.2,units,150,0.2,680.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-01,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-02,MAITRI,FOOD-M01,FOOD,Food Supplies,1227.5,kg,1200,2.5,491.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-02,MAITRI,MED-M01,MEDICAL,Medical Supplies,383.25,units,300,0.15,2555.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-02,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,136.0,units,150,0.2,680.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-02,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-03,MAITRI,FOOD-M01,FOOD,Food Supplies,1225.0,kg,1200,2.5,490.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-03,MAITRI,MED-M01,MEDICAL,Medical Supplies,383.1,units,300,0.15,2554.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-03,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,135.8,units,150,0.2,679.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-03,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-04,MAITRI,FOOD-M01,FOOD,Food Supplies,1222.5,kg,1200,2.5,489.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-04,MAITRI,MED-M01,MEDICAL,Medical Supplies,382.95,units,300,0.15,2553.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-04,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,135.6,units,150,0.2,677.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-04,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-05,MAITRI,FOOD-M01,FOOD,Food Supplies,1220.0,kg,1200,2.5,488.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-05,MAITRI,MED-M01,MEDICAL,Medical Supplies,382.8,units,300,0.15,2552.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-05,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,135.4,units,150,0.2,677.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-05,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-06,MAITRI,FOOD-M01,FOOD,Food Supplies,1217.5,kg,1200,2.5,487.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-06,MAITRI,MED-M01,MEDICAL,Medical Supplies,382.65,units,300,0.15,2551.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-06,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,135.2,units,150,0.2,675.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-06,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-07,MAITRI,FOOD-M01,FOOD,Food Supplies,1215.0,kg,1200,2.5,486.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-07,MAITRI,MED-M01,MEDICAL,Medical Supplies,382.5,units,300,0.15,2550.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-07,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,135.0,units,150,0.2,675.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-07,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-08,MAITRI,FOOD-M01,FOOD,Food Supplies,1212.5,kg,1200,2.5,485.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-08,MAITRI,MED-M01,MEDICAL,Medical Supplies,382.35,units,300,0.15,2549.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-08,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,134.8,units,150,0.2,674.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-08,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-09,MAITRI,FOOD-M01,FOOD,Food Supplies,1210.0,kg,1200,2.5,484.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-09,MAITRI,MED-M01,MEDICAL,Medical Supplies,382.2,units,300,0.15,2548.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-09,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,134.6,units,150,0.2,672.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-09,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-10,MAITRI,FOOD-M01,FOOD,Food Supplies,1207.5,kg,1200,2.5,483.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-10,MAITRI,MED-M01,MEDICAL,Medical Supplies,382.05,units,300,0.15,2547.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-10,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,134.4,units,150,0.2,672.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-10,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-11,MAITRI,FOOD-M01,FOOD,Food Supplies,1205.0,kg,1200,2.5,482.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-11,MAITRI,MED-M01,MEDICAL,Medical Supplies,381.9,units,300,0.15,2546.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-11,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,134.2,units,150,0.2,670.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-11,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-12,MAITRI,FOOD-M01,FOOD,Food Supplies,1202.5,kg,1200,2.5,481.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-12,MAITRI,MED-M01,MEDICAL,Medical Supplies,381.75,units,300,0.15,2545.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-12,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,134.0,units,150,0.2,670.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-12,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-13,MAITRI,FOOD-M01,FOOD,Food Supplies,1200.0,kg,1200,2.5,480.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-13,MAITRI,MED-M01,MEDICAL,Medical Supplies,381.6,units,300,0.15,2544.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-13,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,133.8,units,150,0.2,669.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-13,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-14,MAITRI,FOOD-M01,FOOD,Food Supplies,1197.5,kg,1200,2.5,479.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-14,MAITRI,MED-M01,MEDICAL,Medical Supplies,381.45,units,300,0.15,2543.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-14,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,133.6,units,150,0.2,667.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-14,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-15,MAITRI,FOOD-M01,FOOD,Food Supplies,1195.0,kg,1200,2.5,478.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-15,MAITRI,MED-M01,MEDICAL,Medical Supplies,381.3,units,300,0.15,2542.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-15,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,133.4,units,150,0.2,667.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-15,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-16,MAITRI,FOOD-M01,FOOD,Food Supplies,1192.5,kg,1200,2.5,477.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-16,MAITRI,MED-M01,MEDICAL,Medical Supplies,381.15,units,300,0.15,2541.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-16,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,133.2,units,150,0.2,665.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-16,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-17,MAITRI,FOOD-M01,FOOD,Food Supplies,1190.0,kg,1200,2.5,476.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-17,MAITRI,MED-M01,MEDICAL,Medical Supplies,381.0,units,300,0.15,2540.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-17,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,133.0,units,150,0.2,665.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-17,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-18,MAITRI,FOOD-M01,FOOD,Food Supplies,1187.5,kg,1200,2.5,475.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-18,MAITRI,MED-M01,MEDICAL,Medical Supplies,380.85,units,300,0.15,2539.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-18,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,132.8,units,150,0.2,664.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-18,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-19,MAITRI,FOOD-M01,FOOD,Food Supplies,1185.0,kg,1200,2.5,474.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-19,MAITRI,MED-M01,MEDICAL,Medical Supplies,380.7,units,300,0.15,2538.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-19,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,132.6,units,150,0.2,662.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-19,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-20,MAITRI,FOOD-M01,FOOD,Food Supplies,1182.5,kg,1200,2.5,473.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-20,MAITRI,MED-M01,MEDICAL,Medical Supplies,380.55,units,300,0.15,2537.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-20,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,132.4,units,150,0.2,662.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-20,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-21,MAITRI,FOOD-M01,FOOD,Food Supplies,1180.0,kg,1200,2.5,472.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-21,MAITRI,MED-M01,MEDICAL,Medical Supplies,380.4,units,300,0.15,2536.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-21,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,132.2,units,150,0.2,660.9999999999999,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-21,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-22,MAITRI,FOOD-M01,FOOD,Food Supplies,1177.5,kg,1200,2.5,471.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-22,MAITRI,MED-M01,MEDICAL,Medical Supplies,380.25,units,300,0.15,2535.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-09-22,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,132.0,units,150,0.2,660.0,False,0.0,LOW,SIMULATED_OPERATIONAL
2016-09-22,MAITRI,BAT-M01,SPARES,Battery Components,25.2,units,100,0.5,50.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-09-23,MAITRI,FOOD-M01,FOOD,Food Supplies,1175.0,kg,1200,2.5,470.0,False,0.0,LOW,SIMULATED_OPERATIONAL
